MDRPY,MDRACTL,MDRCSNT,MDRFINAL,MDRRND,MDRVWL,MDRNSL,MDNLQDR,MDRTN,CTNPY,CTNACTL,CTNCSNT,CTNFINAL,CTNRND,CTNVWL,CTNNSL,CTNSTP,CTNTN,CHAR,FRQ,CMT
a,a,/,a,/,a,/,/,1,aa,aa,/,aa,/,aa,/,/,3,阿,1,
ai,ai,/,ai,/,ai,/,/,1,ngaai,ngaai,ng,aai,/,aai,/,/,1,挨,1,挨着墙
ai,ai,/,ai,/,ai,/,/,1,ngoi,ngoi,ng,oi,/,oi,/,/,1,埃,1,
ai,ai,/,ai,/,ai,/,/,2,ngaam,ngaam,ng,aam,/,aa,m,/,4,癌,2,
ai,ai,/,ai,/,ai,/,/,2,ngaai,ngaai,ng,aai,/,aai,/,/,4,挨,1,挨打／捱
ai,ai,/,ai,/,ai,/,/,3,ngai,ngai,ng,ai,/,ai,/,/,2,矮,1,
ai,ai,/,ai,/,ai,/,/,4,ngoi,ngoi,ng,oi,/,oi,/,/,3,爱,1,
ai,ai,/,ai,/,ai,/,/,4,ngoi,ngoi,ng,oi,/,oi,/,/,4,皑,3,
ai,ai,/,ai,/,ai,/,/,4,ngaai,ngaai,ng,aai,/,aai,/,/,6,艾,2,
an,an,/,an,/,a,n,/,1,ngon,ngon,ng,on,/,o,n,/,1,安,1,
an,an,/,an,/,a,n,/,1,ngam,ngam,ng,am,/,a,m,/,1,庵,2,
an,an,/,an,/,a,n,/,3,ngaan,ngaan,ng,aan,/,aa,n,/,2,俺,3,
an,an,/,an,/,a,n,/,4,ngon,ngon,ng,on,/,o,n,/,3,岸,1,
an,an,/,an,/,a,n,/,4,ngam,ngam,ng,am,/,a,m,/,3,暗,1,
ang,ang,/,ang,/,a,ng,/,1,ong,ong,/,ong,/,o,ng,/,1,肮,1,
ang,ang,/,ang,/,a,ng,/,2,ngong,ngong,ng,ong,/,o,ng,/,4,昂,1,
ang,ang,/,ang,/,a,ng,/,4,ngong,ngong,ng,ong,/,o,ng,/,3,盎,1,
ao,au,/,au,/,au,/,/,1,nap,nap,n,ap,/,a,/,p,1,凹,1,
ao,au,/,au,/,au,/,/,2,ngou,ngou,ng,ou,/,ou,/,/,4,熬,1,
ao,au,/,au,/,au,/,/,3,ngou,ngou,ng,ou,/,ou,/,/,2,袄,1,
ao,au,/,au,/,au,/,/,4,ngou,ngou,ng,ou,/,ou,/,/,3,奥,1,
er,ar,/,ar,/,a,/,r,2,ji,i,/,i,/,i,/,/,4,儿,1,
er,ar,/,ar,/,a,/,r,3,ji,i,/,i,/,i,/,/,5,尔,1,
er,ar,/,ar,/,a,/,r,4,ji,i,/,i,/,i,/,/,6,二,1,
ba,ba,b,a,/,a,/,/,1,baa,baa,b,aa,/,aa,/,/,1,巴,1,
ba,ba,b,a,/,a,/,/,1,baat,baat,b,aa,/,aa,/,t,3,八,1,
ba,ba,b,a,/,a,/,/,2,bat,bat,b,a,/,a,/,t,6,拔,1,
ba,ba,b,a,/,a,/,/,2,baat,baat,b,aa,/,aa,/,t,6,魃,3,
ba,ba,b,a,/,a,/,/,3,baa,baa,b,aa,/,aa,/,/,2,把,1,
ba,ba,b,a,/,a,/,/,4,baa,baa,b,aa,/,aa,/,/,3,霸,1,
ba,ba,b,a,/,a,/,/,4,baa,baa,b,aa,/,aa,/,/,1,爸,1,
bai,bai,b,ai,/,ai,/,/,1,baai,baai,b,aai,/,aai,/,/,1,掰,1,
bai,bai,b,ai,/,ai,/,/,2,baak,baak,b,aak,/,aa,/,k,6,白,1,
bai,bai,b,ai,/,ai,/,/,3,baak,baak,b,aak,/,aa,/,k,3,百,1,
bai,bai,b,ai,/,ai,/,/,3,baai,baai,b,aai,/,aai,/,/,2,摆,1,
bai,bai,b,ai,/,ai,/,/,4,baai,baai,b,aai,/,aai,/,/,6,败,1,
ban,ban,b,an,/,a,n,/,1,bun,bun,b,un,/,u,n,/,1,搬,1,
ban,ban,b,an,/,a,n,/,1,baan,baan,b,aan,/,aa,n,/,1,班,1,
ban,ban,b,an,/,a,n,/,3,baan,baan,b,aan,/,aa,n,/,2,版,1,
ban,ban,b,an,/,a,n,/,4,baan,baan,b,aan,/,aa,n,/,6,办,1,
ban,ban,b,an,/,a,n,/,4,bun,bun,b,un,/,u,n,/,6,伴,1,
ban,ban,b,an,/,a,n,/,4,bun,bun,b,un,/,u,n,/,3,半,1,
bang,bang,b,ang,/,a,ng,/,1,bong,bong,b,ong,/,o,ng,/,1,帮,1,
bang,bang,b,ang,/,a,ng,/,3,bong,bong,b,ong,/,o,ng,/,2,绑,1,
bang,bang,b,ang,/,a,ng,/,4,paang,paang,p,aang,/,aa,ng,/,5,棒,1,
bang,bang,b,ang,/,a,ng,/,4,bong,bong,b,ong,/,o,ng,/,6,磅,1,
bang,bang,b,ang,/,a,ng,/,4,pong,pong,p,ong,/,o,ng,/,5,蚌,2,
bao,bau,b,au,/,au,/,/,1,baau,baau,b,aau,/,aau,/,/,1,包,1,
bao,bau,b,au,/,au,/,/,1,bou,bou,b,ou,/,ou,/,/,1,煲,2,
bao,bau,b,au,/,au,/,/,2,bok,bok,b,ok,/,o,/,k,3,薄,1,
bao,bau,b,au,/,au,/,/,3,bou,bou,b,ou,/,ou,/,/,2,宝,1,
bao,bau,b,au,/,au,/,/,3,baau,baau,b,aau,/,aau,/,/,2,饱,2,
bao,bau,b,au,/,au,/,/,4,pou,pou,p,ou,/,ou,/,/,5,抱,2,
bao,bau,b,au,/,au,/,/,4,baau,baau,b,aau,/,aau,/,/,3,爆,1,
bao,bau,b,au,/,au,/,/,4,bou,bou,b,ou,/,ou,/,/,3,报,1,
bao,bau,b,au,/,au,/,/,4,paau,paau,p,aau,/,aau,/,/,3,豹,3,
bei,bei,b,ei,/,ei,/,/,1,bui,bui,b,ui,/,ui,/,/,6,背,1,
bei,bei,b,ei,/,ei,/,/,1,bui,bui,b,ui,/,ui,/,/,1,杯,1,
bei,bei,b,ei,/,ei,/,/,3,bak,bak,b,ak,/,a,/,k,1,北,1,
bei,bei,b,ei,/,ei,/,/,4,bei,bei,b,ei,/,ei,/,/,6,被,2,
bei,bei,b,ei,/,ei,/,/,4,bui,bui,b,ui,/,ui,/,/,3,贝,1,
bei,bei,b,ei,/,ei,/,/,4,pui,pui,p,ui,/,ui,/,/,5,倍,2,
ben,ben,b,en,/,e,n,/,1,ban,ban,b,an,/,a,n,/,1,奔,1,
ben,ben,b,en,/,e,n,/,3,bun,bun,b,un,/,u,n,/,2,本,1,
ben,ben,b,en,/,e,n,/,4,ban,ban,b,an,/,a,n,/,6,笨,1,
ben,ben,b,en,/,e,n,/,4,ban,ban,b,an,/,a,n,/,3,奔,3,
beng,beng,b,eng,/,e,ng,/,1,bang,bang,b,ang,/,a,ng,/,1,崩,1,
beng,beng,b,eng,/,e,ng,/,1,bang,bang,b,ang,/,a,ng,/,1,蹦,1,
beng,beng,b,eng,/,e,ng,/,4,bing,bing,b,ing,/,i,ng,/,3,迸,2,
beng,beng,b,eng,/,e,ng,/,4,bam,bam,b,am,/,a,m,/,1,泵,2,
bi,bi,b,i,/,i,/,/,1,bik,bik,b,ik,/,i,/,k,1,逼,1,
bi,bi,b,i,/,i,/,/,2,bei,bei,b,ei,/,ei,/,/,6,鼻,1,
bi,bi,b,i,/,i,/,/,3,bei,bei,b,ei,/,ei,/,/,2,比,1,
bi,bi,b,i,/,i,/,/,3,bat,bat,b,at,/,a,/,t,1,笔,1,
bi,bi,b,i,/,i,/,/,3,pei,pei,p,ei,/,ei,/,/,2,鄙,3,
bi,bi,b,i,/,i,/,/,4,bai,bai,p,ai,/,ai,/,/,6,币,1,
bi,bi,b,i,/,i,/,/,4,bei,bei,b,ei,/,ei,/,/,3,匕,3,
bi,bi,b,i,/,i,/,/,4,bik,bik,b,ik,/,i,/,k,1,壁,1,
bi,bi,b,i,/,i,/,/,4,bit,bit,b,it,/,i,/,t,1,必,1,
bie,bie,b,ie,/,ie,/,/,1,bit,bit,b,it,/,i,/,t,3,憋,1,
bie,bie,b,ie,/,ie,/,/,2,bit,bit,b,it,/,i,/,t,6,别,1,
bie,bie,b,ie,/,ie,/,/,1,bit,bit,b,it,/,i,/,t,6,瘪,3,
bian,bien,b,ien,/,ie,n,/,1,pin,pin,p,in,/,i,n,/,1,编,2,
bian,bien,b,ien,/,ie,n,/,1,bin,bin,b,in,/,i,n,/,1,边,1,
bian,bien,b,ien,/,ie,n,/,3,bin,bin,b,in,/,i,n,/,2,扁,1,
bian,bien,b,ien,/,ie,n,/,4,bin,bin,b,in,/,i,n,/,3,变,1,
bin,bin,b,in,/,i,n,/,1,ban,ban,b,an,/,a,n,/,1,宾,1,
bin,bin,b,in,/,i,n,/,4,ban,ban,b,an,/,a,n,/,3,殡,2,
bing,bing,b,ing,/,i,ng,/,1,bing,bing,b,ing,/,i,ng,/,1,冰,1,
bing,bing,b,ing,/,i,ng,/,3,beng,beng,b,eng,/,e,ng,/,2,饼,1,
bing,bing,b,ing,/,i,ng,/,3,beng,beng,b,eng,/,e,ng,/,3,柄,2,
bing,bing,b,ing,/,i,ng,/,3,bing,bing,b,ing,/,i,ng,/,2,丙,3,
bing,bing,b,ing,/,i,ng,/,3,ban,ban,b,an,/,a,n,/,2,禀,3,
bing,bing,b,ing,/,i,ng,/,4,bing,bing,b,ing,/,i,ng,/,6,并,1,
bing,bing,b,ing,/,i,ng,/,4,beng,beng,b,eng,/,e,ng,/,6,病,1,
bo,bwo,b,wo,w,o,/,/,1,bo,bong,b,o,/,o,/,/,1,波,1,
bo,bwo,b,wo,w,o,/,/,2,bok,bok,b,ok,/,o,/,k,3,膊,1,
bo,bwo,b,wo,w,o,/,/,2,bok,bok,b,ok,/,o,/,k,6,薄,1,
bo,bwo,b,wo,w,o,/,/,2,but,but,b,ut,/,u,/,t,6,勃,2,
bo,bwo,b,wo,w,o,/,/,2,bak,bak,b,ak,/,a,/,k,3,伯,2,
bu,bu,b,u,/,u,/,/,3,bou,bou,b,ou,/,ou,/,/,2,补,1,
bu,bu,b,u,/,u,/,/,3,bou,bou,b,ou,/,ou,/,/,6,捕,2,
bu,bu,b,u,/,u,/,/,4,bat,bat,b,at,/,a,/,t,1,不,1,
bu,bu,b,u,/,u,/,/,4,bou,bou,b,ou,/,ou,/,/,6,步,2,
bu,bu,b,u,/,u,/,/,4,bou,bou,b,ou,/,ou,/,/,3,布,2,
ca,ca,c,a,/,a,/,/,1,caat,caat,c,aat,/,aa,/,t,3,擦,1,
cai,cai,c,ai,/,ai,/,/,1,caai,caai,c,aai,/,aai,/,/,1,猜,1,
cai,cai,c,ai,/,ai,/,/,2,coi,coi,c,oi,/,oi,/,/,4,才,1,
cai,cai,c,ai,/,ai,/,/,3,caai,caai,c,aai,/,aai,/,/,2,踩,1,
cai,cai,c,ai,/,ai,/,/,3,coi,coi,c,oi,/,oi,/,/,2,彩,1,
cai,cai,c,ai,/,ai,/,/,4,coi,coi,c,oi,/,oi,/,/,3,菜,1,
can,can,c,an,/,a,n,/,1,caan,caan,c,aan,/,aa,n,/,1,餐,1,
can,can,c,an,/,a,n,/,1,caam,caam,c,aam,/,aa,m,/,1,参,1,
can,can,c,an,/,a,n,/,2,caan,caan,c,aan,/,aa,n,/,4,残,1,
can,can,c,an,/,a,n,/,2,caam,caam,c,aam,/,aa,m,/,4,蚕,3,
can,can,c,an,/,a,n,/,3,caam,caam,c,aam,/,aa,m,/,2,惨,1,
can,can,c,an,/,a,n,/,4,caan,caan,c,aan,/,aa,n,/,3,灿,2,
cang,cang,c,ang,/,a,ng,/,1,cong,cong,c,ong,/,ong,ng,/,1,仓,1,
cang,cang,c,ang,/,a,ng,/,2,cong,cong,c,ong,/,ong,ng,/,4,藏,1,
cao,cau,c,au,/,au,/,/,1,cou,cou,c,ou,/,ou,/,/,1,操,1,
cao,cau,c,au,/,au,/,/,2,cou,cou,c,ou,/,ou,/,/,4,曹,1,
cao,cau,c,au,/,au,/,/,3,cou,cou,c,ou,/,ou,/,/,2,草,1,
ce,ce,c,e,/,e,/,/,4,caak,caak,c,aak,/,aa,/,k,1,测,1,
ce,ce,c,e,/,e,/,/,4,zak,zak,z,ak,/,a,/,k,1,侧,2,
ce,ce,c,e,/,e,/,/,4,caak,caak,c,aak,/,aa,/,k,3,册,2,
ce,ce,c,e,/,e,/,/,4,ci,ci,c,i,/,i,/,/,3,厕,3,
cen,cen,c,en,/,e,n,/,1,cam,cam,c,am,/,a,m,/,1,参,2,
cen,cen,c,en,/,e,n,/,2,sam,sam,s,am,/,a,m,/,4,岑,3,
ceng,ceng,c,eng,/,e,ng,/,2,cang,cang,c,ang,/,a,ng,/,4,曾,1,
cong,cung,c,ung,/,u,ng,/,1,cung,cung,c,ung,/,u,ng,/,1,葱,1,
cong,cung,c,ung,/,u,ng,/,2,cung,cung,c,ung,/,u,ng,/,4,从,1,
cu,cu,c,u,/,u,/,/,1,cou,cou,c,ou,/,ou,/,/,1,粗,1,
cu,cu,c,u,/,u,/,/,4,cou,cou,c,ou,/,ou,/,/,3,醋,2,
cu,cu,c,u,/,u,/,/,4,cuk,cuk,c,uk,/,u,/,k,1,促,2,
cu,cu,c,u,/,u,/,/,4,cyut,cyut,c,yut,/,yu,/,t,3,猝,3,
cui,cwei,c,wei,w,ei,/,/,1,ceoi,ceoi,c,eoi,/,eoi,/,/,1,催,1,
cui,cwei,c,wei,w,ei,/,/,3,ceoi,ceoi,c,eoi,/,eoi,/,/,2,璀,2,
cui,cwei,c,wei,w,ei,/,/,4,ceoi,ceoi,c,eoi,/,eoi,/,/,3,脆,1,
cuan,cwan,c,wan,w,a,n,/,1,cyun,cyun,c,yun,/,yu,n,/,3,窜,2,
cun,cwen,c,wen,w,e,n,/,1,cyun,cyun,c,yun,/,yu,n,/,1,村,1,
cun,cwen,c,wen,w,e,n,/,1,cyun,cyun,c,yun,/,yu,n,/,4,存,1,
cun,cwen,c,wen,w,e,n,/,1,cyun,cyun,c,yun,/,yu,n,/,3,寸,1,
cuo,cwo,c,wo,w,o,/,/,1,co,co,c,o,/,o,/,/,1,搓,1,
cuo,cwo,c,wo,w,o,/,/,2,co,co,c,o,/,o,/,/,4,矬,3,
cuo,cwo,c,wo,w,o,/,/,4,co,co,c,o,/,o,/,/,3,错,1,
cha,cha,ch,a,/,a,/,r,1,caa,caa,c,aa,/,aa,/,/,1,差,1,差别
cha,cha,ch,a,/,a,/,r,1,caap,caap,c,aap,/,aa,/,p,3,插,2,
cha,cha,ch,a,/,a,/,r,2,caa,caa,c,aa,/,aa,/,/,4,查,1,
cha,cha,ch,a,/,a,/,r,2,caat,caat,c,aat,/,aa,/,t,3,察,2,
cha,cha,ch,a,/,a,/,r,4,caa,caa,c,aa,/,aa,/,/,3,岔,3,
cha,cha,ch,a,/,a,/,r,4,caat,caat,c,aat,/,aa,/,t,3,刹,3,
chai,chai,ch,ai,/,ai,/,r,1,caak,caak,c,aak,/,aa,/,k,3,拆,1,
chai,chai,ch,ai,/,ai,/,r,1,caai,caai,c,aai,/,aai,/,/,1,差,2,出差
chai,chai,ch,ai,/,ai,/,r,1,caai,caai,c,aai,/,aai,/,/,4,柴,2,
chan,chan,ch,an,/,a,n,r,1,caam,caam,c,aam,/,aa,m,/,1,掺,2,
chan,chan,ch,an,/,a,n,r,2,cin,cin,c,in,/,i,n,/,4,缠,2,
chan,chan,ch,an,/,a,n,r,2,caam,caam,c,aam,/,aa,m,/,4,馋,1,
chan,chan,ch,an,/,a,n,r,2,sim,sim,s,im,/,i,m,/,4,蝉,2,
chan,chan,ch,an,/,a,n,r,3,caan,caan,c,aan,/,aa,n,/,2,产,1,
chan,chan,ch,an,/,a,n,r,4,zin,zin,z,in,/,i,n,/,3,颤,3,
chang,chang,ch,ang,/,a,ng,r,1,coeng,coeng,c,oeng,/,oe,ng,/,1,昌,1,
chang,chang,ch,ang,/,a,ng,r,1,coeng,coeng,c,oeng,/,oe,ng,/,4,长,1,
chang,chang,ch,ang,/,a,ng,r,1,soeng,soeng,s,oeng,/,oe,ng,/,4,常,1,
chang,chang,ch,ang,/,a,ng,r,1,coeng,coeng,c,oeng,/,oe,ng,/,4,场,1,
chang,chang,ch,ang,/,a,ng,r,1,cong,cong,c,ong,/,o,ng,/,2,厂,2,
chang,chang,ch,ang,/,a,ng,r,1,coeng,coeng,c,oeng,/,oe,ng,/,3,唱,1,
chao,chau,ch,au,/,au,/,r,1,ciu,ciu,c,iu,/,iu,/,/,1,超,1,
chao,chau,ch,au,/,au,/,r,1,caau,caau,c,aau,/,aau,/,/,1,抄,1,
chao,chau,ch,au,/,au,/,r,1,ciu,ciu,c,iu,/,iu,/,/,4,潮,2,
chao,chau,ch,au,/,au,/,r,1,caau,caau,c,aau,/,aau,/,/,2,炒,1,
che,che,ch,e,/,e,/,r,1,ce,ce,c,e,/,e,/,/,1,车,1,
che,che,ch,e,/,e,/,r,1,ce,ce,c,e,/,e,/,/,2,扯,1,
che,che,ch,e,/,e,/,r,1,cit,cit,c,it,/,i,/,t,3,撤,2,
chen,chen,ch,en,/,e,n,r,2,can,can,c,an,/,a,n,/,4,陈,1,
chen,chen,ch,en,/,e,n,r,2,san,san,s,an,/,a,n,/,4,晨,1,
chen,chen,ch,en,/,e,n,r,2,cam,cam,c,am,/,a,m,/,4,沉,1,
chen,chen,ch,en,/,e,n,r,4,can,can,c,an,/,a,n,/,3,趁,1,
cheng,cheng,ch,eng,/,e,ng,r,1,cing,cing,c,ing,/,i,ng,/,1,称,1,
cheng,cheng,ch,eng,/,e,ng,r,1,caang,caang,c,aang,/,aa,ng,/,1,撑,2,
cheng,cheng,ch,eng,/,e,ng,r,1,sing,sing,s,ing,/,i,ng,/,4,成,1,
cheng,cheng,ch,eng,/,e,ng,r,1,cing,cing,c,ing,/,i,ng,/,4,程,2,
cheng,cheng,ch,eng,/,e,ng,r,1,cing,cing,c,ing,/,i,ng,/,2,逞,1,
cheng,cheng,ch,eng,/,e,ng,r,1,cing,cing,c,ing,/,i,ng,/,3,秤,1,
chi,chr,ch,r,/,r,/,r,1,hek,hek,h,ek,/,e,/,k,3,吃,3,
chi,chr,ch,r,/,r,/,r,1,ci,ci,c,i,/,i,/,/,1,痴,2,
chi,chr,ch,r,/,r,/,r,2,ci,ci,c,i,/,i,/,/,4,持,1,
chi,chr,ch,r,/,r,/,r,3,cek,cek,c,ek,/,e,/,k,3,尺,1,
chi,chr,ch,r,/,r,/,r,3,ci,ci,c,i,/,i,/,/,2,齿,1,
chi,chr,ch,r,/,r,/,r,4,cek,cek,c,ek,/,e,/,k,3,赤,1,
chi,chr,ch,r,/,r,/,r,4,ci,ci,c,i,/,i,/,/,3,翅,1,
chi,chr,ch,r,/,r,/,r,4,cik,cik,c,ik,/,i,/,k,1,斥,2,
chong,chung,ch,ung,/,u,ng,r,1,cung,cung,c,ung,/,u,ng,/,1,冲,1,
